review,rating,support
yyyyy_y Call destiny shes so cute I'm sorry I left u guys wanna be friends about me and they are kids run a fever they always lay down on the floor and not walk away if u don't think it would take it just a fever,5,7
its really cool! A lot of cosplay and more!!!!!! Its just there many people that are stealing and bullying others :/,5,6
Time wasting app.. It also harm our devices and its battery. This app takes very large amount of storage in our device.. Today millions of students and youths wasting their time. No longer scope for this app..,1,12
"its so easy to use I love it so much, but the reason I have it a 4/5 is because on androids you have to see your number of fans or likes round up hut on apple you don't..can you please fix it so everything can be fair? then you will get a 5/5 rating. please and thank you! 🤯🌊🤩",4,23
this app is amazing guys i tell you to download it give 5 star but i also have a problem that tik tok only praise them who are already star of tik tok and it didn't support others... just... no hate... this app made my day...🖤🖤🖤,5,4
dis application is sooo cool and i one thing i want to share.i am in depression and dis app help me to come out from my problem.today specially i am thankful to dis app.now i am fine and my whole medication of depression is finished and dis app gave me 2 beautiful and trustworthy bestie so i am very...Full Reviewdis application is sooo cool and i one thing i want to share.i am in depression and dis app help me to come out from my problem.today specially i am thankful to dis app.now i am fine and my whole medication of depression is finished and dis app gave me 2 beautiful and trustworthy bestie so i am very happy.but one thing is that i am frusrated with one problem i am not able to come on live.i have 1k fans and 9k hearts.,5,17
"great app, however tried in car via bluetooth, somehow it always activates the default music player (pixel 3, same thing happens on differwnt music players)... so can't just listen to tiktok vids without music from another app... other apps (eg you tube, twitch) does not do this weird behaviour... i...Full Reviewgreat app, however tried in car via bluetooth, somehow it always activates the default music player (pixel 3, same thing happens on differwnt music players)... so can't just listen to tiktok vids without music from another app... other apps (eg you tube, twitch) does not do this weird behaviour... it's only this one",1,5
"I love the app and i can't complain.The only problem is that it won't let me search, it wont let me go on other peoples accounts, and it wont let me use thier music.",4,14
"This app is mostly bad but its a tad good, because of the great videos! But the thing is that its just 10 seconds that there would be an advertisement when trying to pick a song 10 SECONDS!! So if you want to get annoyed when making a video thats fine by me. But try to be careful with the sounds.",1,7
"On my phone its fine, but when I tried to login i had to verify with a damn slider. THE STUPID SLIDER WOULD MOVE AND IM PISSED OFF. On my phone its good. You should make it so the laptopers can download stuff the app.",3,2
"I've never had any problems with TikTok, however I usually stop using TikTok when i get the 'You're tapping too fast, take a break!' message because I don't like watching content I like without giving it a heart, so this cuts down on the time I use TikTok.",5,4
"This is one of d best app I've ever used..there r very entertaining contents..But there's a problem,post notification does not work☹",5,20
"it is a great way to make content, but I hate the new update. I have been on tik tok for a year now and but recentely I don't know how to post videos,edit profile,and all my videos got deleted.I have had a bad experience since may 11,2019.",3,2
so everyone have a great time of your life download tik Tok there's different filters and lot of different kinds of stuff you can make your own videos they can be 15 seconds or 60 seconds or very short one you can add sounds to your videos to make him a cooler and edit it,2,0
my granddaughter was playing with my phone and told me I needed to put this app on it I said what is it and she said you will like it ..there just different videos of people.she was right I just love it. great app,5,10
ok I'm gonna try to go the best the best job is to get to the bottom is the Act is the person that I can do to play it by mohanish you know how it is to inform that I am going to try for your time I will try to n is the person that was a days the week after Thanksgiving I will try my hardest to be a...Full Reviewok I'm gonna try to go the best the best job is to get to the bottom is the Act is the person that I can do to play it by mohanish you know how it is to inform that I am going to try for your time I will try to n is the person that was a days the week after Thanksgiving I will try my hardest to be a part for me to play pubg at 07 is Godi show you playing with my best job and the Act only only one that I can do to get it is very hard to find the best the person I was going with you to get the Act,5,5
the only reason i gave this 1 star is because you jave to have 1000 fans to go live and also videos not getting seen because you bann them for some reason and also not rwlizing that the people who do cosplay they all want you to know that their props for a reason they are fake so dont take down thei...Full Reviewthe only reason i gave this 1 star is because you jave to have 1000 fans to go live and also videos not getting seen because you bann them for some reason and also not rwlizing that the people who do cosplay they all want you to know that their props for a reason they are fake so dont take down their videos and watch the videos that get reportedd before you delet them please it would make like a whole bunch easyer. 😊,1,1
This app is awsome and its fun how you can post you own tiktoks there just like little 15 second auido vids and it is a little laggy on my phone and i wish you coul go live without havibg 1000 fans but that doesnt mean its not a good app i also like the filters they always have more filters to ise i...Full ReviewThis app is awsome and its fun how you can post you own tiktoks there just like little 15 second auido vids and it is a little laggy on my phone and i wish you coul go live without havibg 1000 fans but that doesnt mean its not a good app i also like the filters they always have more filters to ise it really cool so overal 10 out of 10 I love this app its amazing!,4,13
yin ik mljunk mmkkhj j Hbxjsjsjsjsjsksksksjsjskw9 was the best in a small group that had been the first thing to be friends in his career in my class in my lifetime in my lifetime in a school and a teacher at a university in a state that I could or could do as heck in my career but still a little to...Full Reviewyin ik mljunk mmkkhj j Hbxjsjsjsjsjsksksksjsjskw9 was the best in a small group that had been the first thing to be friends in his career in my class in my lifetime in my lifetime in a school and a teacher at a university in a state that I could or could do as heck in my career but still a little too many of the time and the fact he has to get offense in a position I have no problem doing truth in a situation that he didn't like him and I was being treated with this kind and she is tho he didn't,5,13
just *******************************************************************************************************************************************************************************************************************************************************************************************************...Full Reviewjust *******************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************make star,5,4
when you look for sounds you should have the option to look for artists not just a specific sound. I looked for Pentatonix nothing showed up but I know there are sounds on here that have Pentatonix songs. to add your own sound is way too difficult on your phone almost impossible to add good quality ...Full Reviewwhen you look for sounds you should have the option to look for artists not just a specific sound. I looked for Pentatonix nothing showed up but I know there are sounds on here that have Pentatonix songs. to add your own sound is way too difficult on your phone almost impossible to add good quality sound I love this app please fix this.,3,14
"it is so much fun with creative videos and communication with friends and make your own creative videos, from the music and the sounds to the edits and the slo-mo's but remember that is public and online app so be careful what post but other than that go wild and be creative, I definitely recommend,...Full Reviewit is so much fun with creative videos and communication with friends and make your own creative videos, from the music and the sounds to the edits and the slo-mo's but remember that is public and online app so be careful what post but other than that go wild and be creative, I definitely recommend, So go buy it now, It will be Fun",4,11
Its a very good app where we all can express are talent. All those likings and sharing and commenting is really awsome. And I wish all the very best for this app and other future actor....,5,6
I love tiktok its funny and u can do it with your friends and family and you can do it on different devices I like those features but sometimes theres swearing in the videos and I dont like that,5,43
"Socialist BS. If you lean right of STALIN expect to be shadow banned, videos deleted or kicked off all together. It's the Twitter of video and you have 60 seconds. The mods are SJW queens so be warned.",1,1
Well it's nice but people are getting addicted and there should be like a maximum amount to spend on it each day for example 40minutes a day and please can you make it usable without WiFi or Data? Thank you.,2,1
I'd = Sunilthakur882. I made 46 videos and they are awesome but I did not getting much views and likes. Please support me tik tok. Tiktok you can watch my videos also.no any worst video there in my account Even One of them. You can check my id sunilthakur882,4,8
Its okay it's just i don't feel like I'm getting a lot of fans no more. Also its a good app but all the glitches ans i also got hacked yesterday so i wasnt very baopy,4,4
My friend wanted to change his gender. doctors said operation is supposed to very expensive.When i came to know about this; i suggest this incredible app to him. today he is very impressed with this app. she(he) upload daily basis.Her idol is manjul,5,5
"for starters TIK TOK has started shadow banning some posts, so if you work hard on a post theres always a chance no one will see it. 2nd honestly, if your a cosplayer, dont waste your time. this app is over run with children under the age of 13 and all they do it report you. 3rd , i want to use my o...Full Reviewfor starters TIK TOK has started shadow banning some posts, so if you work hard on a post theres always a chance no one will see it. 2nd honestly, if your a cosplayer, dont waste your time. this app is over run with children under the age of 13 and all they do it report you. 3rd , i want to use my own music from my music gallery but they dont let you anymore and also i want to be able to edit my post after ive uploaded it 😡",2,14
"This app was good.But,when I download it,I can see it on that day.But the next day,I search a lot but I can't see the app.It could be the app problem or the phone problem.But if it is the app problem,think that they should check their app.They can even improve the qiality to make more people downloa...Full ReviewThis app was good.But,when I download it,I can see it on that day.But the next day,I search a lot but I can't see the app.It could be the app problem or the phone problem.But if it is the app problem,think that they should check their app.They can even improve the qiality to make more people download this app.Millions of people are downloading this app now.It lets us do videos and get fans.This is a popular app.They can even add different countries to make more people attract and download it😀",3,14
Please promote only telented people's content and also remove for you section if you can...! i honestly Love old version of this because that time I can see only professional telented people's videos but in now days there are lots of useless people in this platform..! take a look on them and again i...Full ReviewPlease promote only telented people's content and also remove for you section if you can...! i honestly Love old version of this because that time I can see only professional telented people's videos but in now days there are lots of useless people in this platform..! take a look on them and again improve your committee,4,3
"My brother changed my name to a inappropriate name, and it changed it to etc. How can I change it back to my original one? Cause, it won't let me.",5,4
"When the new application has come, the network error is not being played tactically, is it the same?",5,176
my tik tok is suddenly not working..it shows network error..but my network is absolutely fine on youtube and other apps...its the same on my sisters phone...what should i do now???? its not working on any of my phones... not even a singlo one... please help...,5,4
"I love this app becz It will give the chance to prove yourself and show your talent. And This app also give the chance to everyone to make the star however he or she is rich or poor, men or women, child or man , etc",5,9
@anilvermaforever i found some trouble in my account ..1. views and likes are low after update ..2 . my own hashtag hv more than 180 videos before update but now its less than 50 ..what happen can anyone solve this kind of troubles,5,1
wow what an app i love this app and want to famous on tiktok thats a plateform where is no descrimination between rich and poor all peoples in the eyes of this app are equal they all share there videos on this app i pray for all of them that they acheive there goal of famous on this app very soon i ...Full Reviewwow what an app i love this app and want to famous on tiktok thats a plateform where is no descrimination between rich and poor all peoples in the eyes of this app are equal they all share there videos on this app i pray for all of them that they acheive there goal of famous on this app very soon i also will make my videos on the tiktok thats really a great experiance if u want to do some creative than the tik tok is the best and batter plateform to show it in the world ALLAHWILLBLESSUALL guys.,5,5
I love the app Tik tok because you can make videos of yourself and me and my friends get to show like real us so it's iust a really good app to show who vou are and how you be and people don't forget to be yourself ! ! ! 5 STAR RATING FOR ME....,5,20
"This is a great/fun app, but i cant DM people bc it says to put in my phone number, but when I do it tells me that the number is already being used by another account. makes me mad bc people DM me and probably think im an a**hole for not responding...ive sent 3 messages to try to fix this and no one...Full ReviewThis is a great/fun app, but i cant DM people bc it says to put in my phone number, but when I do it tells me that the number is already being used by another account. makes me mad bc people DM me and probably think im an a**hole for not responding...ive sent 3 messages to try to fix this and no one from Tik Tok has helped me....otherwise such a fun App",4,4
I am from India and now I uninstlling my tiktok because there is no good video watching here۔۔whenever k starting my tiktok everytime everywhere Hindu Muslim Hindu Muslim pleas stop this nonsense things and ban all those videos,1,4
why dont i have an option to upload my own songs from my phone do i need to select only from your list ????,3,4
Tik tok is a fun app to use but o dont know why my AI filters are not complete.. i am not having much filters compare to the others!! please fix this matter,2,3
"Good and Fun App. however. if you log out. Good luck cause you won't get back in! I had to uninstall the app to just Update it and now my account doesn't esxist and won't let me log in. Even though my account does exist! Used all my Passwords and even tried to Recover Password tactic. Only to get a ...Full ReviewGood and Fun App. however. if you log out. Good luck cause you won't get back in! I had to uninstall the app to just Update it and now my account doesn't esxist and won't let me log in. Even though my account does exist! Used all my Passwords and even tried to Recover Password tactic. Only to get a message saying my TikTok Account does not exist with this Username, Phone Number or Email. Of which I have all connected. So Thank you TikTok for forcing me to Update you by Uninstalling.",2,9
"very bad service of your company , video's are deleted from account but you don't give proper reason why video was deleted , if reason is reported then show at least that my video is deleted because of report by other user, or if any other reason then give proper reasons for deleting video. very bad...Full Reviewvery bad service of your company , video's are deleted from account but you don't give proper reason why video was deleted , if reason is reported then show at least that my video is deleted because of report by other user, or if any other reason then give proper reasons for deleting video. very bad service i have to leave your app from today",1,5
this app is truly amazing it gives you a chance to show your in star I recommend this app to the people who love to sing and can really have fun!!!,5,105
I really like this app but..1: I never got my old account back and I really missed it because of me when I was younger..2: Mean people say mean this about people's tiktok and that is not fun😑😢...but I do like this app tho so I give it a 3,3,3
"This app is the bomb!!! You can also meet new people. There's tones of people on this app. There's different trends and there amazing. If you don't have this app, you should get it. If you don't, then your missing out on a lot of fun.",5,7
"Awesome mind refreshing app with an exploring our talent and being happy through this.. and main thing is lack of security, scary about sharing the video to public due to roamers of troll the videos",5,244
it's the best game I ever played that's all I can say it's amazing you guys should check it out also it have good audio these are the types of music videos that you guys should watch it's so amazing you could also do Transition that's amazing right so go check out the game that I think I should down...Full Reviewit's the best game I ever played that's all I can say it's amazing you guys should check it out also it have good audio these are the types of music videos that you guys should watch it's so amazing you could also do Transition that's amazing right so go check out the game that I think I should download it was actually a game it's like what you create your own videos or you use audio or you lip sing like a lot to say about this this game is good not even good it's terrific I love this game alot,5,11
this app is froud application becz my all 3.3kfollowers and 20 following is they deleted and they have given me a live chat but when ever i use to live that live is not working i msg so many times but they have not reply my any msg this application is not for normal people tiktok community make fool...Full Reviewthis app is froud application becz my all 3.3kfollowers and 20 following is they deleted and they have given me a live chat but when ever i use to live that live is not working i msg so many times but they have not reply my any msg this application is not for normal people tiktok community make fool to normal people..,1,16
this aap is good. but tiktok account security was veri bed my tiktok account are 2 or more time hacked . iam repot to tiktok community but not respond tiktok community ...only response tiktok community change your password etc .. but iam not happy your security features plz improvements your securit...Full Reviewthis aap is good. but tiktok account security was veri bed my tiktok account are 2 or more time hacked . iam repot to tiktok community but not respond tiktok community ...only response tiktok community change your password etc .. but iam not happy your security features plz improvements your security features .......................,1,18
awesome application ever i loved it it makes my daily life more interesting than before i recommend this application to many of my friends.. and we make daily more than 10 video's absolute i loved this app this is the best platform to show the inner or hided talant the people who afraid to perform a...Full Reviewawesome application ever i loved it it makes my daily life more interesting than before i recommend this application to many of my friends.. and we make daily more than 10 video's absolute i loved this app this is the best platform to show the inner or hided talant the people who afraid to perform at the stage or any event and hide there talant the are now fearlessly show there talant or their own creativity and thats incredable... i love this aap... i cant stay without this just for a one day,5,4
i love this app it alows you to make videos and show them to the world and you can comment on other peoples vidoes it very fun to pic a beet and do all these things to help you but you have to put your email and stuff i love this app it is amaizing!,4,6
I habe had it for a while and i decided to delete it Cause it is very addicting. And when i deleted it. it comes back on my phone. It keeps reapering.,2,0
amazing+good app for entertaining nd connect all people in the world..nd best part is to get plateform that people who's not have big screen for their talent..,5,74
tiktok is my 2nd love it is my bf gf and all i like making videos on it but i don't get enough like and followers. i have 17.3k like and 415 fans please sport me i follow to 7.2 k peoples if you sport me i must you whatever so happy to hear about tiktok is back thanks if you want to follow me my id ...Full Reviewtiktok is my 2nd love it is my bf gf and all i like making videos on it but i don't get enough like and followers. i have 17.3k like and 415 fans please sport me i follow to 7.2 k peoples if you sport me i must you whatever so happy to hear about tiktok is back thanks if you want to follow me my id sudhachadha2 must follow back,5,30
gghjo get up just just got back from a walk and look at my I am going to be a is Mike and I are in the top left corner to gussa my channel and I have to go to the bank so much I will be there in my car and you have the address of the best things in the house you my number if you want me back to the ...Full Reviewgghjo get up just just got back from a walk and look at my I am going to be a is Mike and I are in the top left corner to gussa my channel and I have to go to the bank so much I will be there in my car and you have the address of the best things in the house you my number if you want me back to the school to get a new one and it was the best fend ko send me your number and I'll send me a picture I love it when you call my cell phone and I have been working in a few minutes and I will get back to,5,3
"it is pure cancer. Please dont go through the suffering I went just to find some decent memes. this app is pure cancer and would most likely KILL YOU only lucky ones like me survive. unless it one of the cringey bois or the ones who release quality content, then it fine",1,11
This is a fun app. you can make so many videos and also can gain lots of followers . make superior and good videos . This app has some challenges that are really soooo funny .so plz don't go with the rumours and try this app once a time😊,5,9
"It will not insall at all i dont know why people have it anyways, why would you have to put a phone number in to have to mesg someone? Like if you agree or say yes.",1,6
"this app is so amazing and wonderful u get to do so many different types of video,u can even find some of the most popular people,one day i say nicki manji on this app plus u can make a friend or see one of her friends u should definitely get this app.",5,5
It is a very nice video making app. I loved it a lot. 😍😍😍Many many love to tiktok from nepal🇳🇵🇳🇵. It shouldn't be banned because it is a good platform to represent our talent and desire. If you want to ban then you can just ban those rough people while not the whole app. MY FAVORITE APP😍😍😍...Full ReviewIt is a very nice video making app. I loved it a lot. 😍😍😍Many many love to tiktok from nepal🇳🇵🇳🇵. It shouldn't be banned because it is a good platform to represent our talent and desire. If you want to ban then you can just ban those rough people while not the whole app. MY FAVORITE APP😍😍😍😍😍🇳🇵,5,10395
i cant go live and i have 1.6k fans so why cant i go live :(( my username is purple floof i eould love to interact with my fans and do Q and A but over all a great app,3,43
i hate the new update. we cant even drag to trim the sound and my best friend who is right beside me agrees. and it is soooo glitchy. i cant believe you guys updated a good app into a bad app😡😡😡😡😡😡,2,465
"I no longer can upload my own sound using ""my sound"" option. Because that option went missing. It was Okey until last 4 5 days. What's going on?",1,3
"i would give it a five star rating the only thing thats bad is that when you are going through someones page and liking all of there posts it makes u stop liiking for a very long time, and the same with following people, i just follow a lot of people so it sucks when tik tok makes me stop, but other...Full Reviewi would give it a five star rating the only thing thats bad is that when you are going through someones page and liking all of there posts it makes u stop liiking for a very long time, and the same with following people, i just follow a lot of people so it sucks when tik tok makes me stop, but other than that its an amazing app",4,27
This app is amazing. Every morning and night I go on it you can even be off of your internet. So on road trips its a good source of entertainment.,5,0
"I like the app, but why did you guys make all the videos have one like but keep all the others likes. For example, i have 300 bit 1 like per video, it wasnt like that yesterday. Are you only doing that for under 1.k",3,4
"normally when u post a video u are supposed to know if people are viewing it or not, but for Tik Tok u have to watch the video over and over again to know the people that viewed it, its so annoying,😕😕😕😕 try n fix it please...",3,4
To bad app my 2 videos got 1.1k views and second got 1.2k viewa but first they show me video is deleted and then they show one video got 106 views and second got 96 fake they only support famous musers they dont support you dont downlod this app .. Tiktok if u want 5 stars then give my views and lik...Full ReviewTo bad app my 2 videos got 1.1k views and second got 1.2k viewa but first they show me video is deleted and then they show one video got 106 views and second got 96 fake they only support famous musers they dont support you dont downlod this app .. Tiktok if u want 5 stars then give my views and likes back when i got my views and likes im gonna delete this review. tiktok id is @adnankareli,1,2
whenever I tried to make an account tik tok glitches for example I tried a 8 type long password til tok said you needed 2 threw 20 tik tok said the password was to long finally it worked.when I checked on my account I pressed make video it didn't do anything I noticed on my account screen there was ...Full Reviewwhenever I tried to make an account tik tok glitches for example I tried a 8 type long password til tok said you needed 2 threw 20 tik tok said the password was to long finally it worked.when I checked on my account I pressed make video it didn't do anything I noticed on my account screen there was a FRICKEN CHICKEN LOCK SO I COUNDNT MAKE VIDEOS AFTER ALL IVE BEEN THRO!!,1,6
tiktok idc if you gotta delete the account i have rn but pls get my old account back itbuad so many memoris my life was on tiktok and i lost my account right whem my bff left so now i dont have anything with her i had 427 fans! pls tik tok i beg of you,2,20
"its a wonderful and amazing update. i have less follower ,am not a famous actor on tik tok but i believed that i will do it .",5,56
ok for me to come in and talk to you soon and have a good day and time to meet with me and I will be there at TV is not a game and the car is in the shower and then on bus now so you want me to wear it to the car and in my heart I love the way you too and I love you so much and it will be home in th...Full Reviewok for me to come in and talk to you soon and have a good day and time to meet with me and I will be there at TV is not a game and the car is in the shower and then on bus now so you want me to wear it to the car and in my heart I love the way you too and I love you so much and it will be home in the afternoon and then you can get a good sleep and it will be home by myself and then I am at home today and tomorrow and it will y you too baby girl and it will be home in the bus stop at your hourshvn,5,6
I Have a very good experience in TikTok.But I suggest that please give a minimum 100 views for a video and then based on the likes continue the views of video.This is very much helpful for the beginners.Apart from this TikTok is best.Gives rise to new artists.A good stage for the talented persons.😀...Full ReviewI Have a very good experience in TikTok.But I suggest that please give a minimum 100 views for a video and then based on the likes continue the views of video.This is very much helpful for the beginners.Apart from this TikTok is best.Gives rise to new artists.A good stage for the talented persons.😀😀,5,6
I love this app. There are some issues with lives being suspended for no violation of the terms but not much can be done about it I guess. Can we get the bling effect and the 3 color triple screen back for good? Please Tiktok?,5,14
"I love tiktok it's a wonderful app . I use this app for making lipsync videos , I found this app difficult to use at first but as I used it I really found it easy and helpful its a fun app to make for timepass and when you have nothing to do .",5,8
"i like this app and iam doing videos too. but the only problem i find with tiktok is people can share other's videos to several other social media apps without video maker's consent and any notification to the owners. tiktok team can you please put regulations to control these kind of activities..On...Full Reviewi like this app and iam doing videos too. but the only problem i find with tiktok is people can share other's videos to several other social media apps without video maker's consent and any notification to the owners. tiktok team can you please put regulations to control these kind of activities..On the other hand, its a best platform for entertainment..",4,10
this app sucks. i cant get find my account and they say they cant find it . i had 4.4k fans and im mad. im getting rid of tik tok,1,117
nothing bad is there in this app ..... why everyone is trolling about tiktok .... In a if one person does wrong u scold that particular person not the whole family... dan if someone shows vulgarity banned their account not tiktok...... i love tiktok here i learned about relationship makeup they are ...Full Reviewnothing bad is there in this app ..... why everyone is trolling about tiktok .... In a if one person does wrong u scold that particular person not the whole family... dan if someone shows vulgarity banned their account not tiktok...... i love tiktok here i learned about relationship makeup they are helpful through here we can recreate us,5,3
"Horrible!! When I sign in, TikTok won't load!! It just has the two dots loading. Pleasw fix this!! I have a Motorola e4, that's probably the reason, because of my device. Please fix it. :(",1,5
its fun and all the only part i dislike is the kids who report stuff for no reason like videos or their accounts and its not fair that they can do that and get away with it and the bullies on there too.. Tik tok should watch comments find ppl who bully and suspend their accounts for bulling and duet...Full Reviewits fun and all the only part i dislike is the kids who report stuff for no reason like videos or their accounts and its not fair that they can do that and get away with it and the bullies on there too.. Tik tok should watch comments find ppl who bully and suspend their accounts for bulling and duets aswell,5,3
f this app its so bad and cringey i want to die the songs and the paedophiles on this app are just everywhere oh and theres barely any funny stuff KILL ME >~<,1,4
"K I really like this app but my account is messed up and so are other peoples. All my notifications are gone and people followers are gone. Im really annoyed by this and I hope you can fix this, Thank you.",2,8
I like this app so much but my tiktok videos is not reach and not get more views this is my only one problem please correct this problem tiktok team i will prove myself and my talent please this is my humble request for you 😔😔,5,6
"i love this app. you can find the funniest videos, the cutest videos, they even allow gay content!! i was very pleased with this because i am bisexusl. you can even text peope if you are friends on there. it is just all around an amazing app.",5,7
c teach Peterborough to be very very very good but good show very very good but a small one not good but so feel so big ones do not ever loss of English to Farsi which one do you know I know only three I know Somalia near the mosque English Arabic Pashto I know all the mall but what you know you ple...Full Reviewc teach Peterborough to be very very very good but good show very very good but a small one not good but so feel so big ones do not ever loss of English to Farsi which one do you know I know only three I know Somalia near the mosque English Arabic Pashto I know all the mall but what you know you please my comments love like subscribe my YouTube of my channel,5,6
This app is so partial it's not make everyone famous U know what i makes videos everyday but tiktok never viral my videos so people can't watch it they only being more famous to popular creator they don't need to be more famous but still tiktok makes them more nd more famous nd here we need to be fa...Full ReviewThis app is so partial it's not make everyone famous U know what i makes videos everyday but tiktok never viral my videos so people can't watch it they only being more famous to popular creator they don't need to be more famous but still tiktok makes them more nd more famous nd here we need to be famous but tiktok don't support us just because we are common people it's not fair i m very much disappointed with this partial app I m heartily request you please corporate with us,1,12
"i love this app its one of my favorites but the last update i did has a bug when ever i do a video which has alot of stops in it and finish it, it goes to the edit section ok but when i press ok to share it it takes me back to the shooting video section or takes me out and did the long video for not...Full Reviewi love this app its one of my favorites but the last update i did has a bug when ever i do a video which has alot of stops in it and finish it, it goes to the edit section ok but when i press ok to share it it takes me back to the shooting video section or takes me out and did the long video for nothing so basically i can't share any videos i do 😞",4,0
Outstanding app. I love it. The videos are amazing . Easy to make the vedios.Really hats off to tik tok,5,128
Please bring back musically... Tik tok sucks... I used to get noticed and it was easy to use... Now everything just sucks.... I dont even get noticed anymore... We need musically back please..,3,0
ok so i love the app but i dont like that there is an ad when u first get on the app and i hate how if you don't sine up with phone number then you have to talk with friends in comments and u cant talk in private 😡 but other then that im good but wait if you dont update the app then u cant see your...Full Reviewok so i love the app but i dont like that there is an ad when u first get on the app and i hate how if you don't sine up with phone number then you have to talk with friends in comments and u cant talk in private 😡 but other then that im good but wait if you dont update the app then u cant see your followings post,4,1
this is such a good app there is no ads and if you dont want anybody to see your post just put it on private a need express yourself you can even like people's videos and follow them,5,10
"Dont waste your time with this app. They dont care about their users, just getting rights to their content and the money they make off of the lives.",1,11
best app I've seen for freedom of speech in a long time app is #MAGA strong thanks to the Great Migration from Facebook where you're not allowed to speak you are mind.,5,3
love this app SO SO SO much ive had it for i think 2 yrs now but my account did get deleted but its ok if u guys want u can follow me at mommy_molly06 ans get me back up to 300 fans and 7.6 hearts ❤️,5,249
im facing problem i cant able to see video on my home page of tik tok as it is showing check ur internet connection.. im connected with internet but still its showing even i cant see my follower and following... i re installed it thrice but same problem accuring... plzz help me out as soon as possib...Full Reviewim facing problem i cant able to see video on my home page of tik tok as it is showing check ur internet connection.. im connected with internet but still its showing even i cant see my follower and following... i re installed it thrice but same problem accuring... plzz help me out as soon as possible.,3,6
super bowl and the new song of the day was Osm and n for a few days I had to be the first person I was able and the other day was going on and the whole family of the movie songs were so much better and I had a good idea about it when he discove said that I would love marria and the other way she di...Full Reviewsuper bowl and the new song of the day was Osm and n for a few days I had to be the first person I was able and the other day was going on and the whole family of the movie songs were so much better and I had a good idea about it when he discove said that I would love marria and the other way she did it for free from my mother but rcb and her mobile phone had been stolen and I had to wait for the first date to get out of the room to see if the price was Osm to get a refund of my own money by in,5,6
I am using Tik Tok from one year I had a very good experience using this but mai I videos do not get viral and do not get thousand likes only 5 2 3 but I get 98 reviews aur aur 2030 I I work hard but not successful the stars like Aashika Bhatia Avneet Kaur Jannat Zubair Nagma mirzya kar get million ...Full ReviewI am using Tik Tok from one year I had a very good experience using this but mai I videos do not get viral and do not get thousand likes only 5 2 3 but I get 98 reviews aur aur 2030 I I work hard but not successful the stars like Aashika Bhatia Avneet Kaur Jannat Zubair Nagma mirzya kar get million thousand likes this is cheating but what can I say this is the business but I am not sad.,5,2
"Its a nice app.. But in my profile i can't enable the duet option.. When i try to enable it, it goes disabled automatically.. This happens in a specific video. Please fix this.",3,0
"I think views should also be one column along with following, followers and likes. not necessarily everyone will like your videos but , total views should alao be taken in to consideration.",2,3
"This is so amazing, but I can't download my drafted videos?? I've had this problem since I started!! Does anyone have this problem?",5,58
this takes up way to much space and it is stupid how tik tok has a video saying to go to play store and update the app until then I can't watch any other videos on tik tok and so I came here to update the app and it won't let me I now do not like this app until it is fixed I will continue as rating ...Full Reviewthis takes up way to much space and it is stupid how tik tok has a video saying to go to play store and update the app until then I can't watch any other videos on tik tok and so I came here to update the app and it won't let me I now do not like this app until it is fixed I will continue as rating this app 1 star...edit:plz fix this bc it is very annoying and there are many other people in the comments saying they are annoyed by it too so plz fix this as soon as possible or I will delete the app,1,15
Excellent app. I get every new update of Entertainment. I suggest it everybody. This is only app where I spend most of the spare time.,5,7
"I love tik tok it has changed my life forever. But I actually liked when it was called musical.ly. I love scrolling through Other peoples Videos on the for you page. I go on tik tok Every Morning, night, And in the afternoon. I already Have 84 fans.💖 love you tik tok creators",5,12
that was amazing app for Android phone on silent and duet together with the girls are so cute when you're done with the kids are in a relationship with you guys have y I y I love you chirag bhai my tik tok I'd Faisalkhan159222 jo mujhe tik tok main follow Aur like krega ;main bhi krunga my link,5,5
nice app with great effects.. but some effects are not working after update so. please just fix the problem with a gud solutions.. love thiz app,4,566
at first I did do lipsync to try and get fans but as soon as I started doing art my notifications flew high!!!! I do have some problems though with some filters being taken away...but it's a amazing app!!,5,2
"it's best. it's unbellivable any app after banning too is very popular just do something that my fans gets increased and hearts too. id=mr_bhavyathobhani4. but in real it's a very excellent app. I loved it the most. but please ban the I'd ""harshil kachadiya"" because I observed that he had got many m...Full Reviewit's best. it's unbellivable any app after banning too is very popular just do something that my fans gets increased and hearts too. id=mr_bhavyathobhani4. but in real it's a very excellent app. I loved it the most. but please ban the I'd ""harshil kachadiya"" because I observed that he had got many much follows in one hour. he is doing cheating with the my favourite app tik tok.",5,9
It's too good. I just loved this application. It's make an identity naturally and passing the boring times obviously. It's a very great aap for me. Thank you for making this types of aap.😇😇😇,5,5
"This app is pretty good. There is nothing inappropriate, and there are lots of positive vibes. I would like more editing options like video star, since i have Android. I enjoy this app 👌😁.",4,5
"it is little difficult for me to make videos in tiktok, and lipsing on the song , and Dialouages ,but this app has many great videos , which I really loved 😊 , whatever ,, I found this app amazing , and welcome back tiktok",4,5
There are much more things to do ban in India. TikTok is just entertaining App. I like the app and I Hate those people who are badly using this app and their bad videos was reason for ban. I am Indian and I also respect SC of India & their Laws. #jaihind,5,3
it is laggy when I put on a mask were like filter or anything but other than that it's pretty good and you get an account really easily you don't do any puzzles or anything like you usually do.,4,2
I think it's a very fun app but you need 1000 followers to go live which I think is totally unfair and it's really just discrimination for people cause you only get famous If you good looking and over 15.,4,3
