review,rating,support
this is easy to use and very expensive to make vedio . i like it sooooo much download it all now please .,5,0
I used this app .. this app is liked once you eat you will eat 100 times.. plz used this app frnds this app not bad..,5,0
i love tik tok without it my life is incompelet so guys give them stars and it is really nice,5,0
I really support this app very good application for tik tok people are minmd blowing happiness good👍,1,0
i just love it you just lio sing or anything else its so cool and amazing and awsome and soooooo cool!!!!!,5,0
This application is too good. I will salute the maker of this application and I like making tiktok videos my tiktok I'd is sahilgyanchandani9,5,0
i loved this app this shows the talented persons in all over the world,5,0
"Worst application ever seen in my life don't use this app, this app steels everything from your phone and uploads to Chinese server",1,0
it's really awesome even if people in my school thinks it's gay,5,0
love this app for fun but still need to be improve Hope going forward you guys will do it.,4,34
I think it is amazing little hard Buzz extreme cool so you know I love you too truck is the best,5,604
today my tik toks have been black I've tried everything to fix it,5,2
tik tok stinks it makes me have a lock but wont give me a password or let me make one. I don't even want to give it one star but I have to,1,2
"just a really good, app that helps you keep watching people like a weirdo.",4,1
"I am not sure what to expect from the UK, so I am a bit more about this product is a bit. I'm not going on in my jobs in Yorkshire and Humber the best way is not the same time as a result. It is intended for use by any chance of a few days ago by clicking the button below and we willing to take a fe...Full ReviewI am not sure what to expect from the UK, so I am a bit more about this product is a bit. I'm not going on in my jobs in Yorkshire and Humber the best way is not the same time as a result. It is intended for use by any chance of a few days ago by clicking the button below and we willing to take a few days ago. I think I have to do it for the first place, and a few days ago. I think I have to do it for the first place, and a few days ago. I think I have to do it for the first place, and a few day",2,2
"All my Musical.lys deleted except for one and I had over 300 ""Tik Toks"" what is going on ?",2,0
It's very nice to use but can i ask something when i upload one of my videos on Instagram why i cant minimize my video size,5,1
I love this app so much!!!Its so fun and i get on it almost EVERY day!!!!!!😁👍,5,0
its very nice app im using since it launched best app to show talent in acting,5,0
Again in Play Store!! That's Great. I love it so much. Add New UI please,5,0
"unstalling tiktok as a step against China's support to terrorism, and this app is complete waste of time .",1,0
I love it it's the best I have it 3 years and I never got bored!!!You should get it,5,0
it is a good app i liked it because of the videos and there are so many actors actress and hero heroine in this app and i can follow and see their videos also their acting i liked it and we if someone follow back we can be friends and talk to each other,5,1
"Can't message my friends because it didn't give me the ""four digit code.""",4,0
"I really miss the old musical.ly, it was better than tiktok in my opinion.",3,1
I just love this aap and i request you all not to harm yourself while making tik tok,5,0
my experience is when I first saw this app I thought it was gonna be awsome so you guys need to do a good job it's a no for me,1,0
So my 14 year old does tik toks on here and she is a very famous muser thanks for making the vids so perfect!!,5,1
"needs more filters and effects also more varieties of challenges for cosplayers and anime cosplayers, it need in notification setting to select some or all to delete them",2,0
yall loged me out and i couldnt get back in that is why im giveing u a 4 it is a good app i just dont like the fact that u keep doing that,4,2
my account is suspended its not log in tik tok told me.. couldnt find your acount... why ? my.account is suspended,1,0
IT DOESENT LET ME SEARCH ANY TIK TOKS THAT I WANT TO WATCH!!!!😡,1,0
before i was very happy with this app but when i update my tiktok its very irritating it keepz taking a loading and not working plz fix it or otherwise I'm deleting this App..it's been 20 days i cant see any post in tiktok 😡,1,2
i want to know why after updating on regular basis i am not able to see new trending effects.. for example now there is new effect of several colour lights..I'm not able to use it this is very bad and tiktok does not gives likes after so much efforts,1,0
tik tok fat. tik tok canker. tiktok plague. tik tok sad ads. tik tok bad advertise. tik tok kringy. tik tok just like play Diabet.io. and ebol.io. broke boi bik too fat. he belong in minecraft with steve pig.,1,1
Best app in play store such of good entertainment show talent in world wide through TikTok best app please download,5,0
it's good but they won't let peoplebwhi don't have much likes go live and maybe not allowing negative comments only positive ones and stop deleting peoples accounts,3,0
worst app ever. when I went out go log in into other app it asked for my age so I gave it my age and now since I was that age it to away all my videos that is not recommended so worst app ever do not get this app if give me my videos back then I might change my mind but now worst app ever.,1,0
honestly helps my anxiety and depression alot. I've had it for 3 years and its alot of fun.,5,0
I m very happy tictok is back on play store it's very entertaining app and I loved it,5,0
faadu app interesting app cool app bawal app superrrrrrrrrrrrrrrrrrrrrrrrbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb...Full Reviewfaadu app interesting app cool app bawal app superrrrrrrrrrrrrrrrrrrrrrrrbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,5,0
one of the most valuable & useful app that I have ever visited,5,0
there is a lot of sad videos and they should take them down,3,0
i love this app it is so good i already have about 220 fans i am so happy with it i hope others like this app because i liked it,5,0
i love it i can post all my gacha stuff but it always says ur taping to fast it makes me mad,4,0
after update.. video qaulity thodi kharab ho gayi he. so requvest for tiktok please add video qaulity batter..,4,0
tik tok i will give you a lot of support for helping me and posting videos and i will love and support you every day,5,0
omg this is so good it's a good way to get to friends and to get to play with friends far away,5,0
awesome app I just love this app when ever Iam sad I open this app n see amazing video thanks for making such an amazing app thank you,5,1
"i've had before 1.5k followers and 8 videos but now when i was writting to my bio i don't know what happened ,it logout from my email and now there are 0 fans and 0 videos . thank you and i hope it will be repair please and my profile is kristamariamaydaa",1,3
i love this so freaking much i can express myself and see how others express themselves i just wish they didnt delete all my vids,5,9
I love tiktok it is so fun to share your thoughts with the world and have fun creating new things,5,16
"I hope tik tok listen my words , a little problem , problem - in messages there is a last seen or active or not active like in instagram and facebook like that...",5,12
Ok if u have seen my other review that was a makstake i found the problem it does work on non iphone users i am sorry i did not mean that.,5,0
vishnu priya is very beautiful and she like a hotest girl and she is star of tik tok .,5,0
The app is fun and everything but I never recieve follow requests that my friends send to my private account so my friends cant follow me.,2,0
love it except when it says take a break you are tapping to fast!,4,0
"this is the WORST app ever it will delete all your vids,fans, and likes I don't think you should get this app it is honestly the worst I used to like it but now I don't because like I said it deleted everything and when ever you try to search someone or make a tik tok it will say unavailable so this...Full Reviewthis is the WORST app ever it will delete all your vids,fans, and likes I don't think you should get this app it is honestly the worst I used to like it but now I don't because like I said it deleted everything and when ever you try to search someone or make a tik tok it will say unavailable so this is a big waste of your time don' t get it 😠😡😡😠😠😠😠😡😡😡😡😡🙄🙄🙄🙄🙄👎👎👎👎👎",1,0
i love tik tok but i really want to go live without 1000 fans,5,1
"this app ruined my life, my friendships, and family do not download",1,200
even though Tik Tok isn't for me I still love it but I don't like all the strangers following me and I can't stop it,5,0
"while creating an account , it asks birth date and says you are not eligible for using tik tok whats the problem?",1,0
"best to make videos I am using til you from 10 days I got 250 like in a day so,now I love tik tok and thank u tiktok",4,7
It lacks a fair judgement system for uploaders and eats at my phones battery in minutes after I just got done charging it. Fix your app battery efficiency.,2,0
"my opinion on musically is to look new things and some vedios are so emotional, impressive, heart touching 😍🤩",3,32
"I love this app I can record funny,fun,exiting videos and have an private account for safety reasons!😁🖤💬",5,0
I have 2 accounts and I've put in the correct user and password but it is telling me it is wrong I'm over it to be honest,1,0
this has ruined my life i dont have it anymore and my mum said i wont hsve s phone nexk week,1,0
superb app! just love it!!! follow @Ms_zuni_07 and I promise u will get entertained!!!,5,0
I love Ticktok there is something important if you don't have 3.k or1.k you're acout is going to git delete omg I haven't hit 1.k or 3.k rip acout 😢,5,1
HEY GUYS PLZ HELP ME MY TIKTOK WAS DELETED .SO I DOWNLOad THE TIK TOK WHEN I ENTER MY PHONE NUM MY OLD ACCOUNT WAS NOT THERE WHT SHOULD I DO PLZ TELL ME PLZ PLZ .WHAT IS THE SOLUTION PLZ SAY PLZ,5,0
I had this app for a long time then it just had to update and it would not update do i tried to delete the app and now the app won't download. the app is also super laggy.,2,4
We tried to sighn up after about a year of wahching but it didn't send us the code.Pls fix and i will give five stars,4,1
"I think that this app is satisfy for all who want acting, comedy, means i luv this app very much thanks to the editor of tik tok😍😋",5,0
it wont let me change my profile picture so it gets three stars,3,0
I love this app. I just wish it was back to musically 😖. otherwise I LOVE THIS APP SOOOOOOOOOO MUCH,5,0
fantastic osam fabulous aap we have guy's & it's a great platform for the hidden talents of people around us ✌️✌️👏👏😍,5,1
its a good helpfull app and it tends to get old freind and new freind its a verry hight reqwesed video and i really think evryone should have it no age limmet 14 ubuve,5,69
whenever I'm trying to upload a video the app get crash and i hv to open it again I'm try again and again but the app is still getting crash,2,0
"Keeps sending me notifications even though I have them turned off, which is really annoying.",1,0
I like it so much because I can do videos I haven't had any problems with it and it is fun,5,0
l dont get fans I cant do stunt things because I have a Android period period Teriod sis beat me up okkkkkkkkkkkkkkurrr,1,0
If i think to uninstall this app i am not able to do it bcoz i am in love with it.... 😍😍😍... Tik Tok I love you....,5,0
it's a really amazing experience with tik tok... follow me kunu.kd only on #TIKTOK😍,5,0
no new feature on update tik tok ... same option so pls dont weaste a mb and weste a time,1,3
it is so cool that you have to download AP p in Mobile tik tok is back in a play story,5,0
Tik tok is a nice app . this is the platform where anyone can show his or her own talent.,5,0
It is a good platform for new actors to be famous and earn money,5,0
its very good apk i like it very much it helps us to became a star i love it,5,0
Because in this application there are so many funny videos,5,0
i thought my account was safe but somebody somehow got in it and changed my pw,1,0
it's really amazing app to show ability in yours acting.so its really amazing,5,3
It's very very very good app....I love this app...,5,0
can't get it the app and had it 2 days ago.,1,0
it's amazing app For Conected to some people's and show our tailent.,4,0
if people put in there age and if it's under 13 then there acct will get deleted it asked for my age and I out by age 13 nothing has happened to me yet tho,3,0
this app is very worst .there are many faults in this app .FIRST they even did not allow me login my account.Second they say there is network problem which is actually not.THIRED it works so slow.i gave it 5 stars but it make me to take them back.Fix these problems😡😠👿👿👿👿🔫🔫🔫🔫,1,0
i love this app even know i am to young its creative and amazing (if you see this go follow)(Vanessa_Arnold_9,5,0
I absolutely love this and all of my friends and get to socialise really well by creating videos.,5,0
I want my account back . because of the new update it took away my account because I was not 13+ . This app is designed for fun not to judge on ur age and liking.,3,0
All thing about tik tok is osm but plzz bring the option to add our own sound then it will be perfect..plzz do it if u can🙏,4,725
best app in the world . you can be socal with the outside world.,5,89
this this wonderful app i ever ❤️ seen but i have only one prob that is it occupies more space 🤪,4,0
"no response from moderation, and you should make comment likes display on your profile so people can see how many likes ur comments got",3,0
my tik tok ID is blocked when i try to log in it show '' sorry we can't find your account. parasrai07 its my ID.,1,0
"Its a really good app to watch fun and funny videos. Yall should really download it, you wouldnt reget it!",5,0
The only reason i dont like this is app is because it takes up way to much of your storage space!,5,0
"My id is @Tazain_umar009 and its very lovely musically videos they are very funny my likes are 5.1k and fans 1.0k, see now download it fast yaar",5,2
i love this app at few days of releases but now this app is used for exposing for likes and comment...... now tell me for become famous u have to loose ur value of body,4,0
my account got deleted but I started all over again but i am doing better then my last account so that's a good thing,5,0
"a 4 beacuse evreyone is saying ""my account got deleted!"" but they are getting deleted, insted of that, its an amazing game to meet people and chat with them!",4,1
Best app so addicting And the funniest thing I can stay hours on this app but not even min on my studies that us how addiction it is,5,1
why my videos are not uploading after i upload my video automatically deleted every videos plz answer me....,1,125
"I cant post some video..Beside it, my some previous vedio has no like which were getting more thn 1k like...why tiktok paused that video?",1,0
y I m not able to go live after when I tried to open it??? 🙄🙄🙄🙄🤔🤔🤔,5,13
"I love this app a lot, its awesome and a lot of fun!!",5,106
Wow you are a dumb ass for. locking my account just because of 1 million followers I should sue u and if someone has a locked account I'm sueing p,1,0
I like it.It is very good i am making videos.Response waies it is very good.And i recommend all to download and to fresh mind.,5,11
REALLY VERY NICE APP. I LOVE TIKTOK APP & VIDEO. Thanks to back Tik Tok team,5,0
i love this app yet i had to make multiple accounts because they got deleted,4,0
it's a very good app for all of us thanks for making tiktok,5,0
"very good and it is for short videos ,dubsmash and make people popular",5,0
you can connect to the world and get together and get together with your friends.,5,0
Ever loved one and only app.... 😍 Love u my tiktokk... More than a best freind... No words to describe you... 😍,5,0
This is my favourite app because these app have many funny video s,5,3
I make YouTube videos so this is a good addition to my video addiction,5,0
this app is wonderful!!!!!!!!!!!!!!,5,0
I think it's perfect than old one think is wrong that is see the photos of Ashik and avnet manjul and see the photos and name of the person is wrong but alright,5,0
it is fun there is a few cuss words but other than that its perfexttt,5,0
Tik? Tok Musical.ly? Finished Video? Segments Hotel? Trivago,5,0
but why my videos not viral its my problem for this aap and can't increase fan fallowers,5,0
I am unable to go Live... what is a prerequistic for it?,4,0
it's for time pass by watching videos funtime to enjoy,5,1
I'll put my review higher when the new notification system updates on my phone :/,1,3
it is a very nice App where we can show our talents 🎓🎓🎓,5,0
good for some laughs and some cringiness xD but what i reallly wish in the app is categories,4,0
actually I was loving this app but now its not working properly ... whenever i tried to make a video the app starts hanging...,4,0
"time wasting app, making people addict into it and breaking relationships. hope this app will remove soon.",1,0
i want open a titok account. bt there is no option to create an account..,1,38
I got my true love with the help of this app Tik Tok so thank you so much tik tok,5,54
its so fun and short it always have the best challenges and its makes my day and make me brighten up,5,1
Its creative . its wonderful and amazing i loved it the most through out the year but i can't add sound Of mine own music,5,0
i have problem in my account people follow me but on profile i didn't increase i email u guys u did not reply 😢 plezz can you help me account name is (saifanshinwari),1,15
my friend really likes this game and I like it to so now I have tik tok so I can make as much tik rocks as I want.,5,0
It keeps glitching when I try to go on the sounds,4,1
Why cannot I disable my Comments in my video?There is no option for disable comments or comments off after this update,2,0
the app is great for kids to dance and sing along to I love this app :-) :-) :-) I love it so much thank you for allowing me to get this app I will buy all the jackets I'll buy everyone a jacket I love is out so much my daughter loves it and my cousin's daughter loves it they hang out all the time i...Full Reviewthe app is great for kids to dance and sing along to I love this app :-) :-) :-) I love it so much thank you for allowing me to get this app I will buy all the jackets I'll buy everyone a jacket I love is out so much my daughter loves it and my cousin's daughter loves it they hang out all the time it's a really like it's really great at its y'all are probably competing with those nice but if it's basically the same thing by :-) :-) :-) :-) 😀😀😀😀😀😀😀😀😀😀😀😀😀😀,5,7
I love chilling and watching tiktok the only thing I don't like is the sad vids I love it 😃😜😃😜,5,1
my new android version pie is creating problems in uploading videos on tik tok please solve it,5,0
"I like this app because its cool and tat you can shareyouronline dancing or creating,drawing,sillness so i will rate thi out 100000000000000000000000000000000000000out of 10000000000000000000000000000000000000 LOVE IT SO MUUUCHHHHHH",5,1
i love this app but it litterally ate my entire months worth of data...in the background!!!,1,0
I hate that iPhone gets some extra stuff we android users cat afford stuff can't u guys change it so it can be fair and even,5,32
It's stupid with the whole 1k to go live. I can't go live like I used to and that's how I got word out. it honestly sucks. it's a stupid policy.,1,4
It is amazing......so many good friends and fans.,5,0
where gone the fast and slow mode buttons just above the recording dot ???????????,2,0
I loved this app. It has good video making quality and good quality of videos and it can make us popular,5,0
great entertainment but I have to stop the app to stop the advert sounds. please fix asap!!!,4,0
"hi fffdgjohdd,,,,,,,,,,,,,zzxzzgxgij .. . ,..... ........ ... ... ..",5,0
unreliabe service my accoung got suspened for no reason watsoever and when i try to contact then from the app no reply also tried to email them no reply come on who does this1!!!!!!!,2,1
it has only limited songs.. It need to have more songs so that we can have more choices to make videos🎥🎥....,2,0
Please. Can. I. Have. Ot. Ot. A. Azena lol. Bad,5,0
app freezing problem. now a days TikTok is the worst application according to us,1,0
It would be 5 Starts if you could add your phone number to more than one account its very annoying you can't but ither than that great! But there's alot of 7 year old which isn't ok by wht some people are posting.,4,2
i hate it you can't follow anybody and you can't search up your friends or even look at their profile this is horrible I don't think you should download it because it is horrible it's not like the old one it's horrible,1,2
This app can really attract others towards it that is why my sister is becoming bad in studies but she like tik tok very much,2,3
This is cool!!! my user is kbugtheboss and I would like you to follow me,5,0
It is just an outstanding app to show talent and entertains you in just 5 minutes. congratulations Tiktok on your very opening,5,0
this is amazing app i loved it so much i dont want to live this app,5,0
good for all...where yu want yu can dance anywhere or proofe that you r king of dancing and king of fools😂😂🤣🤣,1,1
perfect for time pass....... this is good for jobless people..... Jay Modi g,4,0
it was best bt now😑I started hating this app😑 once I logout it didn't show my verification code😐,1,0
Very nice and funny app I love this app very much this is my one of favourite app,5,0
really it's a very interesting aap and entertaining too,4,1
It's amazing and entertaining. I love it...its the best,5,0
i love this app,5,1
I love tik tok very much it's very good to make videos but by mistake I deleted it now I'm trying to download it's not downloading,1,0
I like this app so much when I'm bored or I have no word for do then this app help me for intertain me,5,1
govind gopal and the original is not just about to leave for work and pensions Secretary of state for transport how many times have we n,5,0
I am not sure if it was the same as you said I would have to pay for it and you can get it in the morning if that works for you guys and we will have to do it again and again and again I am so sorry to hear about your mom and dad I love you too baby,5,0
i don't know why my tiktok account are not Login . what's the problem. Every time sent me a massage that loging failed. please solve the problem,5,24
It's a really good app but it doesn't show how to use the buttons and how to do duets,4,59
"when i share saved video , slow motion effect is not shared , though its working locally in saved video.",1,0
i am began to thinking but no one will give me likes this ia my tik tok profile name:@latheeshpk if you get the account name Abhinandh.L.S plz give me like and support,5,0
i like it because you do videos around the world and everyone can see you.,5,1
I like the app .but problem is mobile got heated whenever i played tiktok app.plase fix this.,5,59
I love tic tok but yall are getting a 2 stars becaus I got hacked once before and I got hacked again today and it doesn't make any sense as to why I got hacked again so y'all need to fix your hacking problem.,2,1
This is a amazing app for ever but can i get a live button please also like and followers,4,0
"tik tok is a very amusing app it makes us laugh ,cry,etc .Ilove that app......... very much ............",3,0
Can't even compared to any other. The best ever app,5,0
Before updation i have lost ma fans now it show just zero then aftr uptn it showz the same 0 what is the reason for that,3,0
It's amazing to use I just loved it too much..... It's change my life also and I love to use this app,5,0
I don't get that much likes on this cause I have this on my iPad .🤗,5,2
I think it is good but i think any age should have this app,5,0
this app is the best it is also another way to communicate with others you should totaly download it!,5,0
"beauty,fun,enjoy,timepass,update,singing, dancing,passion, knowledge,dipression pill...... tiktok",5,0
Its like not other apps. This app is THE BEST!! I love how theres music in it that u can do nasically do anything to show ur friends and fams.,5,2
this is the best game ever please follow me and yeah I'm quite famous that Tik Tok I have like one. Cade fans super awesome it's never annoying you can just get bored by watching your lock but you'll get likes easily don't think you're a loser baby stick talk,5,5
l like tik tok it gives me something to do. Sometimes it doesn't post my vids tho. l guess l still recommend it.,3,0
I am amazed with it but tiktok keeps deleting my other ones right now I have a new account I am so so mad 😡🤬,5,1
I could have given 5 stars....but the thing is we can only edit upto 15 seconds....please extend it atleast upto 30 seconds,4,0
"Tik tok is a wonderful app and I think you should download it,I have a great experience on tik tok.",5,0
There are no videos in my news feed. i can't see anyone's video. even i can't log out from my account.,1,2
love tiktok!!! no problems with it,5,1
"It is generating lot of heat on all mobile models, please fix it.",3,121
Very Good App. I like It Very Much. Done I Always Like Your App. Please Always Be Open In World.,5,0
I'm giving only 1 star bcoz I'm not registered my number but it will show already registered so that's why this is not appropriate,5,0
i love the app tiktok but i liked music.ly to but i have a lot of fun on both both,5,0
I give this app a 5 out of 5 because it is a place wear us introverts can make friends without going out of our house😃,5,0
"I posted a video, but others cannot show when they are searching my profile. Please give me answer",5,0
it is really fun and you can chat with friends bug you can't go live unless u have 1k fans like whyyy,5,55
its very fun and the texting feature is one of the best parts bc it lets you get to know people.,5,0
i don't have any words to say but i say i love this application,5,0
plz don't update tiktok my video likes turned into 0...n some videos are deleted by tiktok...,1,0
"I love this app so much,,,😘😘😘",5,1
Its too great app....vry entertaining a big stage for good nd taalnted users....thanks for this wonderful app!!,5,0
"its very nice app,i am so happy with TikTok ..love u tiktok",5,0
this app can share a video in the world and make us popular in the world I love this app thank u soo much for launching this app,5,0
I am very happy to see that Tik Tok has came again.😀😀😀😀,5,0
"I like this app ,this app is wonderful this is very good for time pass and in this the videos are also so exciting",4,0
this app is very great. from this app we earn money daily. from uploading videos...,3,0
i am having an account on tik tok logined by instagram but when i am loging in by insta it is isnt loging in plz someone help me,1,0
i think this app is safe because you can see other peoples funny posts,5,0
I used to rate 4 stars but I tried nnn to login and entered my password It would not let me in can you fix that?,2,9
Why is it not going to use Bangladesh?,1,1
it is very good edditing and dancing app...... world very femouse app. .... my favrite app..or apka kou,5,0
". n.. account. Yun nnn . non. 0(-k, know jyjjn/nbb,k",2,0
this app is good but if someone is liking my video it is not getting counted plzzz help plzz,1,0
"good, except a lot of harrasseing of other people. cause they think they are some kind law enforcement",3,2
most bad app world number one fk** app but it is also good not so bad also,3,0
it is really fun to make videos and let people watch them,5,0
after latest update lots of problems are coming kindly solve it,4,1
This is best app to show our skills to all over the world,5,0
Waste of time and mind. Pathetic app and its contributor people who upload thwir vahiyaat video in this,1,2
this is a very good app.....when u get bored then it is good for time passing i love this app,5,3
i like that they are changimg it back to musical.ly but let us keep our accounts even though we dont have 1k fans,5,106
"people say that im a indan bot just because i put my real name wow,now i know not to put my real name because i will be jugged be it.",2,0
i dont know if its my phone but it wont let me make videos or like them :(,2,2
love this app like its a fun way to just sit back and relax,5,0
I love it. but if tik tok wouldn't keep logging you out of your account and stupid adds than I would have gaven it a 5 stare rated.,4,0
"can someone help me? i am no longer able to do 0.5 speed, 1.5 etc for no reason so please tik tok fix this thanks",5,0
my phone got stolen and had to get a new phone and when i logged in it made me delete all of my tik toks and my comments and search was not working 😫,1,0
Amazing videos are picked and liked.😍Awesome app. Better than other apps. All kind of people can join. No discrimination. Equality stands for this app.👦👧,5,1
"Everything had changed for the worst, Tik Tok needs to get it together and fix their app.",1,0
i hate this app it deleted all of my videos and for some reason i cant get likes ever since i took a break from it i cant get likes PLEASE DONT DOWNLOAD THIS APP,1,0
very good app it' makes everyone good friends $ who have lunchend he is great respect sir or madam,5,1
I LOVED THIS APP BUT ONE DAY I WENT ON THERE AND IT WOULD NOT WORK AND MY WIFI WAS FINE I EVEN 1.RESTARTED THE PHONE 2.UNINSTALLED AND REINSTALLED I EVEN MADE A NEW ACCOUNT UNBELIEVABLE!!!!!!!!!!,1,1
As I was looking to find a perfect sound it was amazing my sound was there is a centipede on my floor and I loved it . It was amazing when I posted it I hope you would want to download it,5,2
tik tik is a so intertaining apps and many people becamed a star after using this app.,5,0
when ever i power off my device it makes me delete TikTok which is a bit silly if u ask me,4,0
it's good but there are some things that need to be fixed and things that are so anoyoing but it's a good app,4,0
It's a good and funny app but it's not allowing me to like anything anymore.,3,1
Like it I can see my cousins tik tok her name is Nicole 11480 oh sorry it's nicole11480the first one on the top is hers,5,1
"I see famous people like youtubers, singers and tv people! I JUST LOVE THIS APP!!!!",5,0
it would be awesome if accounts that people owned but forgot their password and cant log back in could some how get back in so it's not so stressful,3,0
I'm guessing I've been hacked on this app. I am unable to log back in and nobody can find me. Get your stuff together tik tok and get my stuff working.,1,6
a lot of funny things on here n u can find jesus on it n tricks how to do things,5,0
i wish i can have more likes because people think im fat and cant dsnce so they dont like my vids but i dont wery about what people think i like what i think so thats a reason i love this app,5,0
I am totally in love with this wonderful application. amazing ♡♥♡♥♡♥,5,0
it's so awesome like you can make your account private and its soooooo fun #theres the tea,5,0
I love this game so much it is so fun making videos and then showing them to the world and your friends.,5,0
it is so funny and I feel so thankful for thid app!!!!:),5,1
"why did u delete my account?? it's a good app but when I signed in to another account and went to the for u page at the top it didnt say ""for u page"" or ""following""",5,0
I m so happy that tiktok is back on playstore the best app ever. I spend most of my time on tiktok.,5,0
This app is Just Lit🔥🔥.......Why they puted a ban on this still dont understand ... guys ..pls.support this app .. it's Amazing 😘🔥#DesiTikToker❤,5,0
I LOVE THOS APP!!!!!!!!!!!! I AM HAPPY BY USING THOS APP. PLEASE RELEASE ITS NEW VERSION SOON.,5,0
i really like i dont know why i just think it is addictive,5,0
TikTok is best platform for show our performance TikTok is best app but one big problem our video's will not get more view's,5,6
I like the app but I don't like that you have to have so many fans to go live,5,0
"Amazing, wonderfully and good source of entertainment.",5,0
it's showing network error when mobile data already in use,1,2
This is a very very interesting videos app #trending is very much going on,5,0
"superb musical app I love this app, and I would like to share with my friends and my colleagues and my family members. who are all with me thank you thank you tik tok.💕💚💗💞💖🤩😘😍🥰💝👑👌🙏👍🤝",5,0
its freakin amazing i love it so much wish i could meet the real people,5,0
I just love this application.... It has given a platform for the common people like us...,5,0
"worst app I've seen in my life time, app is full of pornography content. though I watch porn but not porn shooted on 💩💩💩",1,0
my followers list is too short 🤪🙃... only few people like my videos 😣,1,0
it's making me delete my account??!!,1,0
Great app.. but I am loosing my fans day by day...now a days 😥😥😥😥,4,0
it's very good. I really like it. and you can even put your acc on private!,5,0
it was tough at the beginning but now i know that i m going to be a famous tiktoker,5,1
i ever seen any app like this sooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo funny love it like it and now enjoying it very much,5,0
i LOVE tic tok it is an amazing app and i dont get all the hate comments about this app it is amazing and it is awsome you sould download it. i love making vids and it is a better name then musically. I LOVE TIC TOK💗💗💗💗💗💗💗,5,15
Since the update my account has been messed up.My videos were deleted and I no longer have a followed/for you page.I am not happy with this please fix.,3,0
Whenever i try and post anything it does not do it and when i want to record a vid of someone else with the music it won't let me but still a awesome app,3,3
"It's fabulous,but it tells the wrong how many people view my videos and it's not letting me log back in",4,0
"Won't let me create an account. Says all the usernames I try are taken, even when they are jibberish 🤷been having problems with this for months now.",1,5
Really very excited for now you added some new feature on latest update so now I can put my fav people messages on Top that's cool love this wonder full app,5,19
"When I open this app it just loading and loading, but it cannot open.",1,22
this app is so amaizing .although this app deletes our vdios and not much likes are in my vdio i love this very much .it's so fun using this😍😍,5,0
Its glitching everytime i made a viedo it wont let me be on normal it has to have a fliter on it and i dislike the filters,1,130
I WANT MUSICIAL.LY BACK!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,3,0
take up to 75% of your gift value from lives AND STILL has adds? bans lives and videos even when guidelines havent been broken? FIX YOUR APP,1,0
It's the best social media I use. It's very entertaining and AMAZING. ❤❤❤,5,1
it is really fun because it gives you a chance to make 15-30 second videos about what you want. it is also nice that you can have a private account if you or your mom wants also friends on your account,5,6
Tik Tok is fun and its a good time killer but having to wait till 1000 fans to go live is kinda stupid,4,1
love it my experience is great but musicly is coming back and my account will be deleted please help me,5,3
it is so fun and easy to get followers you can make funny cool awesome videos in no time,5,1
HATE IT its deleted all my content this is happening with my friends to !!!!! FIX IT👿,1,13
it is a great app I love it very much its very interesting,5,0
this app is the best if you want a youtube channel this is the best way to start off followers are like subscribers so enjoy this great app,5,0
very addictive and nice way to express your feeling with others,5,0
hlo.i love this app...but im not able to create videos on ut......can u plz plz plz keep a inverse option.so that my front camera may work properly.may u answer me soon,3,0
I love tiktok it is real good and amazing so I tell my neighbors everyday he use a tiktok,5,0
I hate you tic tok how haven't you've been shut down all the times you've been sood,4,0
I always logged out of my acount for no reason and delets my page. I like music.ly better.,1,1
Ticktock app effecting human daily life cycle. The usage become adict it and Forgot our life present happiness and wasting valuable time that given..Almighty.. Some people Avoiding praying with god and utlizing this time with ticktock.,1,1
it is very developer app and it can be easy of another app thank you.....,5,0
This is a great app but every three minutes it tells me to stop tapping and take a break even though i havnt been typing at all,3,0
please don't update and don't don't Download the Aap You Fan Automatically 0 After update the App,1,0
why my followers are shown zero ?? infact i already have 60 followers,5,0
it's an amazing app and the video are enjoyable this is best for enjoying,5,0
I have been obsessed with tik tok there are a lot a fun trends it so fun,5,0
This should be banned permanently from this universe .,1,0
superb and very good platform for middle class prople to show acting and crativity and its usefull for houswife,5,0
I like this aap its really good app I don't put video but when I feel alone or sad than I see video on Tik Tok than I feel happy we can make video with different song,5,1
I literally enjoy this app. It's very addicting!,5,0
